publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
MIS Quarterly	0276-7783		1977-03-01	1	1	2010-12-01	34	4	http://www.jstor.org/journal/misquarterly		misquarterly	P6Y	fulltext		Management Information Systems Research Center, University of Minnesota	serial								P	1977-03-01 - 2010-12-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Business & Economics Collection ; Corporate & For-Profit Access Initiative Collection ; Business I Collection	Business ; Business & Economics	48415598	2001-227342
Miscellanies (Jewish Historical Society of England)	2047-234X		1925-01-01	1		1962-01-01	6		http://www.jstor.org/journal/miscjewihiststud		miscjewihiststud		fulltext		Jewish Historical Society of England	serial						tranmiscjewihist	tranjewihiststud	P	1925-01-01 - 1962-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; History ; History ; Jewish Studies	700325330	2013-235020
Mississippi Review	0047-7559		1972-01-01	1	1	2013-07-01	41	1/2	http://www.jstor.org/journal/mississreview		mississreview	P3Y	fulltext		University of Southern Mississippi	serial								P	1972-01-01 - 2013-07-01	Arts & Sciences V Collection	Humanities ; Language & Literature	60623685	2008214150
The Mississippi Valley Historical Review	0161-391X		1914-06-01	1	1	1964-03-29	50		http://www.jstor.org/journal/missvallhistrevi		missvallhistrevi		fulltext		Oxford University Press	serial						jamericanhistory		P	1914-06-01 - 1964-03-29	Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	American Studies ; Area Studies ; History ; History	35781793	sn97-23021
Missouri Botanical Garden Annual Report	0893-3243		1890-01-01	1890		1912-01-01	1912		http://www.jstor.org/journal/missbotagardannu		missbotagardannu		fulltext	Publication of this title ceased in 1912.	Missouri Botanical Garden Press	serial								P	1890-01-01 - 1912-01-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany I Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	45446772	00-227439
Mitekufat Haeven: Journal of the Israel Prehistoric Society / מתקופת האבן	0334-3839		1960-01-01	א'		2012-01-01	מ"ב		http://www.jstor.org/journal/mitekufathaeven		mitekufathaeven	P4Y	fulltext		Israel Prehistoric Society / העמותה הישראלית לפרהיסטוריה	serial								P	1960-01-01 - 2012-01-01	Hebrew Journals Collection	Archaeology ; Social Sciences	700325318	
Mitteilung (Gesellschaft für Musikforschung)	2509-5447	2510-2419	1947-02-01		1	1948-04-01		4	http://www.jstor.org/journal/mittgesemusi		mittgesemusi		fulltext		Gesellschaft für Musikforschung e.V.	serial						musikforschung		P	1947-02-01 - 1948-04-01	Music Collection ; Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Arts ; Music	956371218	
Mitteilungen aus dem botanischen Garten und Museum Berlin-Dahlem	0374-8960		1953-08-04	1	1	1953-08-04	1	1	http://www.jstor.org/journal/mittausbotagartm		mittausbotagartm		fulltext		Botanischer Garten und Botanisches Museum, Berlin-Dahlem	serial						willdenowia	notikonibotagart	P	1953-08-04	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	175290711	2007-265265
Mitteilungen der Gesellschaft für jüdische Volkskunde	2193-9063		1898-01-01		1 (1)	1904-01-01		2 (14)	http://www.jstor.org/journal/mitgesjudvol		mitgesjudvol		fulltext	Publication of this title ceased in 1929.		serial						mittjudivolk		P	1898-01-01 - 1904-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Jewish Studies	67617471	
Mitteilungen der Internationalen Gesellschaft für Musikwissenschaft / Bulletin de la Société internationale de Musicologie	0378-8903		1928-10-01	1	1	1930-10-01	2	4	http://www.jstor.org/journal/mittintegesemusi		mittintegesemusi		fulltext		International Musicological Society	serial						actamusicologica		P	1928-10-01 - 1930-10-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	53172033	2008-234577
Mitteilungen des Gesamtarchivs der deutschen Juden	2193-5165	2193-5173	1909-01-01	1		1926-01-01	6		http://www.jstor.org/journal/mittgesadeutjude		mittgesadeutjude		fulltext	Publication of this title ceased in 1926.		serial								P	1909-01-01 - 1926-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Jewish Studies	55966812	2013-235027
Mitteilungen des Kunsthistorischen Institutes in Florenz	0342-1201		1908-10-01	1	1	2016-01-01	58	1	http://www.jstor.org/journal/mittkunsinstflor		mittkunsinstflor	P1Y	fulltext			serial								P	1908-10-01 - 2016-01-01	Arts & Sciences V Collection	Art & Art History ; Arts	438286926	2009-235664
Mitteilungen zur jüdischen Volkskunde	2193-9055		1905-01-01	1	1 (15)	1929-01-01	31/32		http://www.jstor.org/journal/mittjudivolk		mittjudivolk		fulltext	Publication of this title ceased in 1929.		serial							mitgesjudvol	P	1905-01-01 - 1929-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Jewish Studies	711006345	
MLN	0026-7910	1080-6598	1962-01-01	77	1	2010-12-01	125	5	http://www.jstor.org/journal/mln		mln	P6Y	fulltext		The Johns Hopkins University Press	serial							modelangnote	P	1962-01-01 - 2010-12-01	Arts & Sciences I Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	41302460	sn99-23388
Mnemosyne	0026-7074		1852-01-01	1		2010-01-01	63	4	http://www.jstor.org/journal/mnemosyne		mnemosyne	P6Y	fulltext		Brill	serial								P	1852-01-01 - 2010-01-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Classical Studies ; Humanities	46850303	2006-242133
Modern Art	2151-7053		1893-01-01	1	1	1897-01-01	5	1	http://www.jstor.org/journal/modernart		modernart		fulltext	Publication of this title ceased in 1897.		serial								P	1893-01-01 - 1897-01-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	642071391	2010-235217
Modern Asian Studies	0026-749X	1469-8099	1967-01-01	1	1	2010-11-01	44	6	http://www.jstor.org/journal/modeasiastud		modeasiastud	P6Y	fulltext		Cambridge University Press	serial								P	1967-01-01 - 2010-11-01	Asia Collection ; Arts & Sciences II Collection	Area Studies ; Asian Studies	49976271	2002-227025
Modern Austrian Literature	0026-7503	2474-3240	1968-04-01	1	1	2010-01-01	43	4	http://www.jstor.org/journal/modeaustlite		modeaustlite	P6Y	fulltext		Association of Austrian Studies	serial							jintearthschnres	P	1968-04-01 - 2010-01-01	Arts & Sciences XIII Collection	Humanities ; Language & Literature	564699596	
Modern China	0097-7004		1975-01-01	1	1	2012-11-01	38	6	http://www.jstor.org/journal/modernchina		modernchina	P4Y	fulltext		Sage Publications, Inc.	serial								P	1975-01-01 - 2012-11-01	Asia Collection ; Arts & Sciences II Collection	Area Studies ; Asian Studies ; History ; History	48533388	2001-227380
Modern Chinese Literature	8755-8963		1984-09-01	1	1	1998-04-01	10	1/2	http://www.jstor.org/journal/modechinlite		modechinlite		fulltext		Foreign Language Publications	serial						modechinlitecult	modechinlitenews	P	1984-09-01 - 1998-04-01	Asia Collection ; Arts & Sciences XI Collection	Area Studies ; Asian Studies ; Humanities ; Language & Literature	608123377	
Modern Chinese Literature and Culture	1520-9857		1999-04-01	11	1	2013-10-01	25	2	http://www.jstor.org/journal/modechinlitecult		modechinlitecult	P3Y	fulltext		Foreign Language Publications	serial							modechinlite	P	1999-04-01 - 2013-10-01	Asia Collection ; Arts & Sciences XI Collection	Area Studies ; Asian Studies ; Humanities ; Language & Literature	606354510	
Modern Chinese Literature Newsletter	0190-2369	2375-2513	1975-02-01	1	1	1981-01-01	7	1/2	http://www.jstor.org/journal/modechinlitenews		modechinlitenews		fulltext		Foreign Language Publications	serial						modechinlite		P	1975-02-01 - 1981-01-01	Asia Collection ; Arts & Sciences XI Collection	Area Studies ; Asian Studies ; Humanities ; Language & Literature	890947935	
Modern Judaism	0276-1114	1086-3273	1981-05-01	1	1	2010-10-01	30	3	http://www.jstor.org/journal/modernjudaism		modernjudaism	P6Y	fulltext		Oxford University Press	serial								P	1981-05-01 - 2010-10-01	Arts & Sciences III Collection ; Jewish Studies ; Religion & Theology Collection	Area Studies ; Humanities ; Jewish Studies ; Religion	33893606	sn95-6655
Modern Language Association of America. Proceedings	1539-3666		1884-01-01	1		1885-01-01	2		http://www.jstor.org/journal/modelangassoamer		modelangassoamer		fulltext		Modern Language Association	serial						tranprocmodelang	tranmodelangasso	P	1884-01-01 - 1885-01-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	50709815	2002-227201
The Modern Language Journal	0026-7902	1540-4781	1916-10-01	1	1	2012-12-01	96	4	http://www.jstor.org/journal/modernlanguagej		modernlanguagej	P4Y	fulltext		Wiley	serial								P	1916-10-01 - 2012-12-01	Arts & Sciences III Collection ; Language & Literature Collection	Education ; Humanities ; Language & Literature ; Social Sciences	50709600	2002-227130
Modern Language Notes	0149-6611		1886-01-01	1	1	1961-12-01	76	8	http://www.jstor.org/journal/modelangnote		modelangnote		fulltext		The Johns Hopkins University Press	serial						mln		P	1886-01-01 - 1961-12-01	Arts & Sciences I Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	41302451	sn99-23387
The Modern Language Quarterly (1897)	2047-119X		1897-07-01	1	1	1897-11-01	1	2	http://www.jstor.org/journal/modelangquar1897		modelangquar1897		fulltext		Modern Humanities Research Association	serial						modequarlanglite		P	1897-07-01 - 1897-11-01	Language & Literature Discipline Package ; Arts & Sciences VII Collection ; Modern Humanities Research Association Package ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	756930055	2012-235153
The Modern Language Quarterly (1900-1904)	2047-1211		1900-07-01	3	1	1904-12-01	7	3	http://www.jstor.org/journal/modelangquar1900		modelangquar1900		fulltext		Modern Humanities Research Association	serial						modelangrevi	modequarlanglite	P	1900-07-01 - 1904-12-01	Language & Literature Discipline Package ; Arts & Sciences VII Collection ; Modern Humanities Research Association Package ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	680120629	2011-235800
The Modern Language Review	0026-7937	2222-4319	1905-10-01	1	1	2012-10-01	107	4	http://www.jstor.org/journal/modelangrevi		modelangrevi	P4Y	fulltext		Modern Humanities Research Association	serial							modelangquar1900	P	1905-10-01 - 2012-10-01	Language & Literature Discipline Package ; Arts & Sciences VII Collection ; Modern Humanities Research Association Package ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	47104130	2007-234115
Modern Language Studies	0047-7729		1971-02-01	1	1	2012-07-01	42	1	http://www.jstor.org/journal/modelangstud		modelangstud	P4Y	fulltext		Modern Language Studies	serial								P	1971-02-01 - 2012-07-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection ; Language & Literature Collection	Humanities ; Language & Literature	58839056	2005-236642
The Modern Law Review	0026-7961	1468-2230	1937-06-01	1	1	2010-11-01	73	6	http://www.jstor.org/journal/modernlawreview		modernlawreview	P6Y	fulltext		Wiley	serial								P	1937-06-01 - 2010-11-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Law ; Law ; Political Science ; Social Sciences	44543741	2004-235694
Modern Philology	0026-8232	1545-6951	1903-06-01	1	1	2012-11-01	110	2	http://www.jstor.org/journal/modernphilology		modernphilology	P4Y	fulltext		The University of Chicago Press	serial								P	1903-06-01 - 2012-11-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	50709603	2002-227131
The Modern Quarterly of Language and Literature	2047-1203		1898-03-01	1	1	1899-08-01	2	5	http://www.jstor.org/journal/modequarlanglite		modequarlanglite		fulltext		Modern Humanities Research Association	serial						modelangquar1900	modelangquar1897	P	1898-03-01 - 1899-08-01	Language & Literature Discipline Package ; Arts & Sciences VII Collection ; Modern Humanities Research Association Package ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	746581044	2011-235801
MoMA	0893-0279		1974-10-01		1	2002-05-01	5	4	http://www.jstor.org/journal/moma		moma		fulltext	Publication of this title ceased in 2002.	The Museum of Modern Art	serial							membnews	P	1974-10-01 - 2002-05-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	Art & Art History ; Arts	243886228	2008-236252
Monatshefte	0026-9271	1934-2810	1946-01-01	38	1	2010-12-01	102	4	http://www.jstor.org/journal/monatshefte		monatshefte	P6Y	fulltext		University of Wisconsin Press	serial							monadeutunte	P	1946-01-01 - 2010-12-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	73328284	2006-215675
Monatshefte für deutsche Sprache und Pädagogik	1948-0938		1906-01-01	7	1	1918-12-01	19	10	http://www.jstor.org/journal/monadeutsprapada		monadeutsprapada		fulltext		University of Wisconsin Press	serial						monadeutunte	padamona	P	1906-01-01 - 1918-12-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	428850081	2009-235279
Monatshefte für Deutschen Unterricht	1948-0911		1928-01-01	20	1	1945-12-01	37	8	http://www.jstor.org/journal/monadeutunte		monadeutunte		fulltext		University of Wisconsin Press	serial						monatshefte	monadeutsprapada	P	1928-01-01 - 1945-12-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	428850082	2009-235278
Monatshefte für Kunstwissenschaft	0863-5811		1908-01-01	1	1/2	1922-05-01	15	1/3	http://www.jstor.org/journal/monakuns		monakuns		fulltext		Deutscher Kunstverlag GmbH Munchen Berlin	serial						jahrkuns		P	1908-01-01 - 1922-05-01	Arts & Sciences III Collection	Art & Art History ; Arts	557714273	2011223266
Monatsschrift für Geschichte und Wissenschaft des Judentums	2193-9136	2509-9051	1902-01-01	46 (N. F. 10)	1/2	1939-12-30			http://www.jstor.org/journal/monagescwissjude		monagescwissjude		fulltext			serial							zeitreliintejude	P	1902-01-01 - 1939-12-30	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Jewish Studies	561467945	
The Mongolia Society Bulletin	0026-9654	2379-6650	1965-04-01	4	1 (8)	1973-01-01	12	1/2 (22)	http://www.jstor.org/journal/mongsocibull		mongsocibull		fulltext		Mongolia Society	serial						mongolianstudies	mongsocinews	P	1965-04-01 - 1973-01-01	Asia Collection ; Arts & Sciences XIII Collection	Area Studies ; Asian Studies	891454904	2015202857
The Mongolia Society Newsletter	2378-1866	2379-6685	1962-01-01	1	1	1964-10-01	3	2 (7)	http://www.jstor.org/journal/mongsocinews		mongsocinews		fulltext		Mongolia Society	serial						mongsocibull		P	1962-01-01 - 1964-10-01	Asia Collection ; Arts & Sciences XIII Collection	Area Studies ; Asian Studies	891482968	2015202858
Mongolian Studies	0190-3667		1974-01-01	1		2011-01-01	33		http://www.jstor.org/journal/mongolianstudies		mongolianstudies	P4Y	fulltext		Mongolia Society	serial							mongsocibull	P	1974-01-01 - 2011-01-01	Asia Collection ; Arts & Sciences XIII Collection	Area Studies ; Asian Studies	562358746	
The Monist	0026-9662		1890-10-01	1	1	2012-10-01	95	4	http://www.jstor.org/journal/themonist		themonist	P4Y	fulltext		Oxford University Press	serial								P	1890-10-01 - 2012-10-01	Arts & Sciences X Collection	History ; History of Science & Technology ; Humanities ; Philosophy	60532856	2009-233200
Monographs of the Journal of Consumer Research	1531-8125	2372-8574	2001-01-01		1	2001-01-01		1	http://www.jstor.org/journal/monojconsrese		monojconsrese		fulltext	Publication of this title ceased in 2001.	Oxford University Press	serial								P	2001-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Business & Economics Collection ; Corporate & For-Profit Access Initiative Collection ; Business I Collection	Business ; Business & Economics ; Marketing & Advertising	61314147	
Monographs of the Society for Research in Child Development	0037-976X	1540-5834	1936-01-01	1	1	2010-01-01	75	3	http://www.jstor.org/journal/monosociresechil		monosociresechil	P6Y	fulltext		Wiley	serial								P	1936-01-01 - 2010-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Psychology ; Social Sciences	50058875	2002-214336
Monographs of the Western North American Naturalist	1545-0228	1944-8236	2002-01-01	1		2011-01-01	5		http://www.jstor.org/journal/monwesnoramenat		monwesnoramenat	P4Y	fulltext		Monte L. Bean Life Science Museum, Brigham Young University	serial							grebasnatmem	P	2002-01-01 - 2011-01-01	Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics ; Zoology	238658055	2008201976
The Montana Magazine of History	1939-9952		1951-01-01	1	1	1955-01-01	5	1	http://www.jstor.org/journal/monthist		monthist		fulltext		Montana Historical Society	serial						montwesthist		P	1951-01-01 - 1955-01-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	American Studies ; Area Studies ; History ; History	266064858	2008-234453
Montana: The Magazine of Western History	0026-9891		1955-04-01	5	2	2012-12-01	62	4	http://www.jstor.org/journal/montwesthist		montwesthist	P4Y	fulltext		Montana Historical Society	serial							monthist	P	1955-04-01 - 2012-12-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	American Studies ; Area Studies ; History ; History	60616072	2008-234452
The Monthly Illustrator	2151-4348		1895-02-01	3	10	1895-09-01	5	17	http://www.jstor.org/journal/montillu		montillu		fulltext	Publication of this title ceased in 1895.		serial							quartillus	P	1895-02-01 - 1895-09-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	503361598	2010-234730
Monthly Labor Review	0098-1818	1937-4658	1918-07-01	7	1	2016-08-01			http://www.jstor.org/journal/monthlylaborrev		monthlylaborrev	P1Y	fulltext			serial							monrevburlabsta	P	1918-07-01 - 2016-08-01	Business IV Collection ; Business & Economics Collection	Business ; Business & Economics ; Labor & Employment Relations ; Management & Organizational Behavior	60638700	2006-230179
Monthly Review of the U.S. Bureau of Labor Statistics	2329-1354	2329-1362	1915-07-01	1	1	1918-06-01	6	6	http://www.jstor.org/journal/monrevburlabsta		monrevburlabsta		fulltext			serial						monthlylaborrev		P	1915-07-01 - 1918-06-01	Business IV Collection ; Business & Economics Collection	Business ; Business & Economics ; Labor & Employment Relations ; Management & Organizational Behavior	62907122	2013-201277
Monumenta Nipponica	0027-0741	1880-1390	1938-01-01	1	1	2010-04-01	65	1	http://www.jstor.org/journal/monunipp		monunipp	P6Y	fulltext		Sophia University	serial								P	1938-01-01 - 2010-04-01	Asia Collection ; Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	Area Studies ; Asian Studies	42882501	sn99-23444
Monumenta Serica	0254-9948		1935-01-01	1	1	2010-01-01	58		http://www.jstor.org/journal/monumentaserica		monumentaserica		fulltext	Coverage presently ends: 2010. JSTOR will resume a moving wall of 7 years in 2018.	Taylor & Francis, Ltd.	serial								P	1935-01-01 - 2010-01-01	Asia Collection ; Corporate & For-Profit Access Initiative Collection ; Arts & Sciences IX Collection	Area Studies ; Asian Studies	568558052	2011-234208
Morbidity and Mortality Weekly Report	0149-2195	1545-861X	1976-03-19	25	10	2012-06-01	61	21	http://www.jstor.org/journal/morbmortweekrepo		morbmortweekrepo	P4Y	fulltext		Centers for Disease Control & Prevention (CDC)	serial								P	1976-03-19 - 2012-06-01	Arts & Sciences X Collection	Health Sciences ; Medicine & Allied Health ; Public Health	34197054	sn 96047012
Morbidity and Mortality Weekly Report: Recommendations and Reports	1057-5987	1545-8601	1989-06-16	38	S-5	2011-05-06	60	4	http://www.jstor.org/journal/mmwrrecorepo		mmwrrecorepo	P4Y	fulltext		Centers for Disease Control & Prevention (CDC)	serial								P	1989-06-16 - 2011-05-06	Arts & Sciences X Collection	Health Sciences ; Medicine & Allied Health ; Public Health	40966998	00230467
Morbidity and Mortality Weekly Report: Surveillance Summaries	1546-0738	1545-8636	1989-08-01	38	SS-1	2011-06-10	60	7	http://www.jstor.org/journal/mmwrsurvsumm		mmwrsurvsumm	P4Y	fulltext		Centers for Disease Control & Prevention (CDC)	serial								P	1989-08-01 - 2011-06-10	Arts & Sciences X Collection	Health Sciences ; Medicine & Allied Health ; Public Health	40967106	2003-215416
